family_label,family_scientific,genus_scientific,species_scientific,species_common_name,source,inat_observation_count
squirrel family,sciuridae,lariscus,lariscus niobe,,inat,
squirrel family,sciuridae,lariscus,lariscus obscurus,,inat,
squirrel family,sciuridae,,marmota baibacina,,inat,
squirrel family,sciuridae,,marmota bobak,,inat,
squirrel family,sciuridae,,marmota broweri,,inat,
squirrel family,sciuridae,marmota,marmota caligata,hoary marmot,speciesnet+inat,
squirrel family,sciuridae,,marmota camtschatica,,inat,
squirrel family,sciuridae,,marmota caudata,,inat,
squirrel family,sciuridae,marmota,marmota flaviventris,yellow-bellied marmot,speciesnet+inat,
squirrel family,sciuridae,marmota,marmota himalayana,himalayan marmot,speciesnet+inat,
squirrel family,sciuridae,,marmota kastschenkoi,,inat,
squirrel family,sciuridae,marmota,marmota marmota,alpine marmot,speciesnet+inat,
squirrel family,sciuridae,,marmota menzbieri,,inat,
squirrel family,sciuridae,marmota,marmota monax,woodchuck,speciesnet+inat,
squirrel family,sciuridae,,marmota olympus,,inat,
squirrel family,sciuridae,marmota,marmota sibirica,mongolian marmot,speciesnet+inat,
squirrel family,sciuridae,,marmota vancouverensis,,inat,
squirrel family,sciuridae,menetes,menetes berdmorei,berdmore's squirrel,speciesnet+inat,
squirrel family,sciuridae,microsciurus,microsciurus alfari,,inat,
squirrel family,sciuridae,microsciurus,microsciurus boquetensis,,inat,
squirrel family,sciuridae,microsciurus,microsciurus flaviventer,amazon dwarf squirrel,speciesnet+inat,
squirrel family,sciuridae,microsciurus,microsciurus isthmius,,inat,
squirrel family,sciuridae,microsciurus,microsciurus mimulus,,inat,
squirrel family,sciuridae,microsciurus,microsciurus otinus,,inat,
squirrel family,sciuridae,microsciurus,microsciurus sabanillae,,inat,
squirrel family,sciuridae,microsciurus,microsciurus santanderensis,,inat,
squirrel family,sciuridae,microsciurus,microsciurus similis,,speciesnet+inat,
squirrel family,sciuridae,microsciurus,microsciurus simonsi,,inat,
squirrel family,sciuridae,myosciurus,myosciurus pumilio,,inat,
squirrel family,sciuridae,nannosciurus,nannosciurus melanotis,,inat,
squirrel family,sciuridae,neotamias,neotamias alpinus,,inat,
squirrel family,sciuridae,neotamias,neotamias amoenus,yellow-pine chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias bulleri,,inat,
squirrel family,sciuridae,neotamias,neotamias canipes,,inat,
squirrel family,sciuridae,neotamias,neotamias cinereicollis,,inat,
squirrel family,sciuridae,neotamias,neotamias cratericus,,inat,
squirrel family,sciuridae,neotamias,neotamias dorsalis,cliff chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias durangae,,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias grisescens,,inat,
squirrel family,sciuridae,neotamias,neotamias merriami,merriam's chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias minimus,least chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias obscurus,california chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias ochrogenys,,inat,
squirrel family,sciuridae,neotamias,neotamias palmeri,,inat,
squirrel family,sciuridae,neotamias,neotamias panamintinus,,inat,
squirrel family,sciuridae,neotamias,neotamias quadrimaculatus,,inat,
squirrel family,sciuridae,neotamias,neotamias quadrivittatus,colorado chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias ruficaudus,,inat,
squirrel family,sciuridae,neotamias,neotamias rufus,,inat,
squirrel family,sciuridae,neotamias,neotamias senex,shadow chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias siskiyou,siskiyou chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias solivagus,,inat,
squirrel family,sciuridae,neotamias,neotamias sonomae,sonoma chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias speciosus,lodgepole chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias townsendii,townsend's chipmunk,speciesnet+inat,
squirrel family,sciuridae,neotamias,neotamias umbrinus,uinta chipmunk,speciesnet+inat,
squirrel family,sciuridae,notocitellus,notocitellus adocetus,lesser tropical ground squirel,speciesnet+inat,
squirrel family,sciuridae,notocitellus,notocitellus annulatus,ring-tailed ground squirrel,speciesnet+inat,
squirrel family,sciuridae,olisthomys,olisthomys morrisi,,inat,
squirrel family,sciuridae,otospermophilus,otospermophilus atricapillus,,inat,
squirrel family,sciuridae,otospermophilus,otospermophilus beecheyi,california ground squirrel,speciesnet+inat,
squirrel family,sciuridae,otospermophilus,otospermophilus douglasii,,inat,
squirrel family,sciuridae,otospermophilus,otospermophilus variegatus,rock squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus alexandri,,inat,
squirrel family,sciuridae,paraxerus,paraxerus boehmi,boehm's bush squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus cepapi,smith's bush squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus cooperi,,inat,
squirrel family,sciuridae,paraxerus,paraxerus flavovittis,,inat,
squirrel family,sciuridae,paraxerus,paraxerus lucifer,black and red bush squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus ochraceus,ochre bush squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus palliatus,red bush squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus poensis,,inat,
squirrel family,sciuridae,paraxerus,paraxerus vexillarius,svynnerton's bush squirrel,speciesnet+inat,
squirrel family,sciuridae,paraxerus,paraxerus vincenti,,inat,
squirrel family,sciuridae,petaurillus,petaurillus emiliae,,inat,
squirrel family,sciuridae,petaurillus,petaurillus hosei,,inat,
squirrel family,sciuridae,petaurillus,petaurillus kinlochii,,inat,
squirrel family,sciuridae,petaurista,petaurista albiventer,,inat,
squirrel family,sciuridae,petaurista,petaurista alborufus,,inat,
squirrel family,sciuridae,petaurista,petaurista caniceps,,inat,
squirrel family,sciuridae,petaurista,petaurista elegans,spotted giant flying squirrel,speciesnet+inat,
squirrel family,sciuridae,petaurista,petaurista grandis,,inat,
squirrel family,sciuridae,petaurista,petaurista hainanus,,inat,
squirrel family,sciuridae,petaurista,petaurista lena,,inat,
squirrel family,sciuridae,petaurista,petaurista leucogenys,,inat,
squirrel family,sciuridae,petaurista,petaurista magnificus,,inat,
squirrel family,sciuridae,petaurista,petaurista marica,,inat,
squirrel family,sciuridae,petaurista,petaurista mechukaensis,,inat,
squirrel family,sciuridae,petaurista,petaurista mishmiensis,,inat,
squirrel family,sciuridae,petaurista,petaurista nobilis,,inat,
squirrel family,sciuridae,petaurista,petaurista petaurista,red giant flying squirrel,speciesnet+inat,
squirrel family,sciuridae,petaurista,petaurista philippensis,indian giant flying squirrel,speciesnet+inat,
squirrel family,sciuridae,petaurista,petaurista siangensis,,inat,
squirrel family,sciuridae,petaurista,petaurista sybilla,,inat,
squirrel family,sciuridae,petaurista,petaurista xanthotis,,inat,
squirrel family,sciuridae,petaurista,petaurista yunanensis,,inat,
squirrel family,sciuridae,petinomys,petinomys crinitus,,inat,
squirrel family,sciuridae,petinomys,petinomys fuscocapillus,,inat,
squirrel family,sciuridae,petinomys,petinomys genibarbis,,inat,
squirrel family,sciuridae,petinomys,petinomys hageni,,inat,
squirrel family,sciuridae,petinomys,petinomys lugens,,inat,
squirrel family,sciuridae,petinomys,petinomys mindanensis,,inat,
squirrel family,sciuridae,petinomys,petinomys sagitta,,inat,
squirrel family,sciuridae,petinomys,petinomys setosus,,inat,
squirrel family,sciuridae,petinomys,petinomys vordermanni,,inat,
squirrel family,sciuridae,poliocitellus,poliocitellus franklinii,,inat,
squirrel family,sciuridae,priapomys,priapomys leonardi,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus abstrusus,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus alstoni,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus leucomus,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus murinus,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus rosenbergii,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus topapuensis,,inat,
squirrel family,sciuridae,prosciurillus,prosciurillus weberi,,inat,
squirrel family,sciuridae,,protoxerus aubinnii,,inat,
squirrel family,sciuridae,protoxerus,protoxerus stangeri,african giant squirrel,speciesnet+inat,
squirrel family,sciuridae,pteromys,pteromys momonga,,inat,
squirrel family,sciuridae,pteromys,pteromys volans,,inat,
squirrel family,sciuridae,pteromyscus,pteromyscus pulverulentus,,inat,
squirrel family,sciuridae,ratufa,ratufa affinis,pale giant squirrel,speciesnet+inat,
squirrel family,sciuridae,ratufa,ratufa bicolor,black giant squirrel,speciesnet+inat,
squirrel family,sciuridae,ratufa,ratufa indica,indian giant squirrel,speciesnet+inat,
squirrel family,sciuridae,ratufa,ratufa macroura,,inat,
squirrel family,sciuridae,rheithrosciurus,rheithrosciurus macrotis,tufted ground squirrel,speciesnet+inat,
squirrel family,sciuridae,rhinosciurus,rhinosciurus laticaudatus,shrew-faced squirrel,speciesnet+inat,
squirrel family,sciuridae,rubrisciurus,rubrisciurus rubriventer,,inat,
squirrel family,sciuridae,sciurillus,sciurillus pusillus,,inat,
squirrel family,sciuridae,sciurotamias,sciurotamias davidianus,pére david's rock squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurotamias forresti,,inat,
squirrel family,sciuridae,sciurus,sciurus aberti,abert's squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus aestuans,guianan squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus alleni,,inat,
squirrel family,sciuridae,sciurus,sciurus anomalus,caucasian squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus arizonensis,arizona gray squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus aureogaster,mexican gray squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus brasiliensis,,inat,
squirrel family,sciuridae,sciurus,sciurus carolinensis,eastern gray squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus colliaei,collie's squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus deppei,deppe's squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus flammifer,,inat,
squirrel family,sciuridae,,sciurus gilvigularis,,inat,
squirrel family,sciuridae,sciurus,sciurus granatensis,red-tailed squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus griseus,western gray squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus ignitus,bolivian squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus igniventris,northern amazon red squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus lis,,inat,
squirrel family,sciuridae,,sciurus meridionalis,,inat,
squirrel family,sciuridae,sciurus,sciurus nayaritensis,mexican fox squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus nebouxii,,inat,
squirrel family,sciuridae,sciurus,sciurus niger,eastern fox squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus oculatus,,inat,
squirrel family,sciuridae,,sciurus pachecoi,,inat,
squirrel family,sciuridae,,sciurus pucheranii,,inat,
squirrel family,sciuridae,,sciurus pyrrhinus,,inat,
squirrel family,sciuridae,sciurus,sciurus richmondi,,inat,
squirrel family,sciuridae,,sciurus sanborni,,inat,
squirrel family,sciuridae,sciurus,sciurus spadiceus,southern amazon red squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus stramineus,guayaquil squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus variegatoides,variegated squirrel,speciesnet+inat,
squirrel family,sciuridae,sciurus,sciurus vulgaris,eurasian red squirrel,speciesnet+inat,
squirrel family,sciuridae,,sciurus yucatanensis,,inat,
squirrel family,sciuridae,spermophilopsis,spermophilopsis leptodactyla,,inat,
squirrel family,sciuridae,spermophilopsis,spermophilopsis leptodactylus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus adocetus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus alaschanicus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus annulatus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus armatus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus atricapillus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus beecheyi,,inat,
squirrel family,sciuridae,spermophilus,spermophilus beldingi,,inat,
squirrel family,sciuridae,spermophilus,spermophilus brevicauda,,inat,
squirrel family,sciuridae,spermophilus,spermophilus brunneus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus canus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus citellus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus columbianus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus dauricus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus elegans,,inat,
squirrel family,sciuridae,spermophilus,spermophilus erythrogenys,red-cheeked ground squirrel,speciesnet+inat,
squirrel family,sciuridae,spermophilus,spermophilus franklinii,,inat,
squirrel family,sciuridae,spermophilus,spermophilus fulvus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus lateralis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus madrensis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus major,,inat,
squirrel family,sciuridae,spermophilus,spermophilus mexicanus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus mohavensis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus mollis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus musicus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus nilkaensis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus odessanus,,speciesnet+inat,
squirrel family,sciuridae,spermophilus,spermophilus pallidicauda,,inat,
squirrel family,sciuridae,spermophilus,spermophilus parryii,,inat,
squirrel family,sciuridae,spermophilus,spermophilus perotensis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus pygmaeus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus ralli,,inat,
squirrel family,sciuridae,spermophilus,spermophilus relictus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus richardsonii,,inat,
squirrel family,sciuridae,spermophilus,spermophilus saturatus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus selevini,,inat,
squirrel family,sciuridae,spermophilus,spermophilus spilosoma,,inat,
squirrel family,sciuridae,spermophilus,spermophilus suslicus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus taurensis,,inat,
squirrel family,sciuridae,spermophilus,spermophilus tereticaudus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus townsendii,,inat,
squirrel family,sciuridae,spermophilus,spermophilus tridecemlineatus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus undulatus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus variegatus,,inat,
squirrel family,sciuridae,spermophilus,spermophilus vorontsovi,,inat,
squirrel family,sciuridae,spermophilus,spermophilus washingtoni,,inat,
squirrel family,sciuridae,spermophilus,spermophilus xanthoprymnus,,inat,
squirrel family,sciuridae,,sundasciurus altitudinis,,inat,
squirrel family,sciuridae,,sundasciurus brookei,,inat,
squirrel family,sciuridae,,sundasciurus davensis,,inat,
squirrel family,sciuridae,,sundasciurus everetti,,inat,
squirrel family,sciuridae,,sundasciurus fraterculus,,inat,
squirrel family,sciuridae,sundasciurus,sundasciurus hippurus,horse-tailed squirrel,speciesnet+inat,
squirrel family,sciuridae,,sundasciurus hoogstraali,,inat,
squirrel family,sciuridae,,sundasciurus jentinki,,inat,
squirrel family,sciuridae,sundasciurus,sundasciurus juvencus,northern palawan tree squirrel,speciesnet+inat,
squirrel family,sciuridae,sundasciurus,sundasciurus lowii,low's squirrel,speciesnet+inat,
squirrel family,sciuridae,,sundasciurus mindanensis,,inat,
squirrel family,sciuridae,,sundasciurus moellendorffi,,inat,
squirrel family,sciuridae,,sundasciurus natunensis,,inat,
squirrel family,sciuridae,sundasciurus,sundasciurus philippinensis,philippine tree squirrel,speciesnet+inat,
squirrel family,sciuridae,,sundasciurus rabori,,inat,
squirrel family,sciuridae,,sundasciurus robinsoni,,inat,
squirrel family,sciuridae,,sundasciurus samarensis,,inat,
squirrel family,sciuridae,,sundasciurus steerii,,inat,
squirrel family,sciuridae,,sundasciurus tahan,,inat,
squirrel family,sciuridae,sundasciurus,sundasciurus tenuis,slender squirrel,speciesnet+inat,
squirrel family,sciuridae,syntheosciurus,syntheosciurus brochus,,inat,
squirrel family,sciuridae,tamias,tamias alpinus,,inat,
squirrel family,sciuridae,tamias,tamias amoenus,,inat,
squirrel family,sciuridae,tamias,tamias bulleri,,inat,
squirrel family,sciuridae,tamias,tamias canipes,,inat,
squirrel family,sciuridae,tamias,tamias cinereicollis,,inat,
squirrel family,sciuridae,tamias,tamias dorsalis,,inat,
squirrel family,sciuridae,tamias,tamias durangae,,inat,
squirrel family,sciuridae,tamias,tamias merriami,,inat,
squirrel family,sciuridae,tamias,tamias minimus,,inat,
squirrel family,sciuridae,tamias,tamias obscurus,,inat,
squirrel family,sciuridae,tamias,tamias ochrogenys,,inat,
squirrel family,sciuridae,tamias,tamias palmeri,,inat,
squirrel family,sciuridae,tamias,tamias panamintinus,,inat,
squirrel family,sciuridae,tamias,tamias quadrimaculatus,,inat,
squirrel family,sciuridae,tamias,tamias quadrivittatus,,inat,
squirrel family,sciuridae,tamias,tamias ruficaudus,,inat,
squirrel family,sciuridae,tamias,tamias rufus,,inat,
squirrel family,sciuridae,tamias,tamias senex,,inat,
squirrel family,sciuridae,tamias,tamias sibiricus,,inat,
squirrel family,sciuridae,tamias,tamias siskiyou,,inat,
squirrel family,sciuridae,tamias,tamias sonomae,,inat,
squirrel family,sciuridae,tamias,tamias speciosus,,inat,
squirrel family,sciuridae,tamias,tamias striatus,eastern chipmunk,speciesnet+inat,
squirrel family,sciuridae,tamias,tamias townsendii,,inat,
squirrel family,sciuridae,tamias,tamias umbrinus,,inat,
squirrel family,sciuridae,tamiasciurus,tamiasciurus douglasi,,inat,
squirrel family,sciuridae,tamiasciurus,tamiasciurus douglasii,douglas's squirrel,speciesnet+inat,
squirrel family,sciuridae,tamiasciurus,tamiasciurus fremonti,,inat,
squirrel family,sciuridae,tamiasciurus,tamiasciurus hudsonicus,red squirrel,speciesnet+inat,
squirrel family,sciuridae,tamiasciurus,tamiasciurus mearnsi,,inat,
squirrel family,sciuridae,tamiops,tamiops macclellandii,,inat,
squirrel family,sciuridae,tamiops,tamiops maritimus,maritime striped squirrel,speciesnet+inat,
squirrel family,sciuridae,tamiops,tamiops mcclellandii,,inat,
squirrel family,sciuridae,tamiops,tamiops minshanicus,,inat,
squirrel family,sciuridae,tamiops,tamiops rodolphii,,inat,
squirrel family,sciuridae,tamiops,tamiops swinhoei,swinhoe's striped squirrel,speciesnet+inat,
squirrel family,sciuridae,trogopterus,trogopterus xanthipes,complex-toothed flying squirrel,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus armatus,uinta ground squirrel,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus beldingi,belding's ground squirrel,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus brunneus,,inat,
squirrel family,sciuridae,urocitellus,urocitellus canus,,inat,
squirrel family,sciuridae,urocitellus,urocitellus columbianus,columbian ground squirrel,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus elegans,,inat,
squirrel family,sciuridae,urocitellus,urocitellus idahoensis,,inat,
squirrel family,sciuridae,urocitellus,urocitellus mollis,,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus parryii,,inat,
squirrel family,sciuridae,urocitellus,urocitellus richardsonii,richardson's ground squirrel,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus townsendii,,inat,
squirrel family,sciuridae,urocitellus,urocitellus undulatus,long-tailed ground squirrel,speciesnet+inat,
squirrel family,sciuridae,urocitellus,urocitellus washingtoni,,inat,
squirrel family,sciuridae,xerospermophilus,xerospermophilus mohavensis,,inat,
squirrel family,sciuridae,xerospermophilus,xerospermophilus perotensis,,inat,
squirrel family,sciuridae,xerospermophilus,xerospermophilus spilosoma,,inat,
squirrel family,sciuridae,xerospermophilus,xerospermophilus tereticaudus,round-tailed ground squirrel,speciesnet+inat,
squirrel family,sciuridae,xerus,xerus erythropus,striped ground squirrel,speciesnet+inat,
squirrel family,sciuridae,xerus,xerus inauris,,inat,
squirrel family,sciuridae,xerus,xerus princeps,,inat,
squirrel family,sciuridae,xerus,xerus rutilus,unstriped ground squirrel,speciesnet+inat,
