family_label,family_scientific,genus_scientific,species_scientific,species_common_name,source,inat_observation_count
cricetidae family,cricetidae,,reithrodontomys microdon,,inat,
cricetidae family,cricetidae,,reithrodontomys montanus,,inat,
cricetidae family,cricetidae,reithrodontomys,reithrodontomys musseri,,speciesnet+inat,
cricetidae family,cricetidae,,reithrodontomys nerterus,,inat,
cricetidae family,cricetidae,,reithrodontomys paradoxus,,inat,
cricetidae family,cricetidae,,reithrodontomys raviventris,,inat,
cricetidae family,cricetidae,,reithrodontomys rodriguezi,,inat,
cricetidae family,cricetidae,,reithrodontomys spectabilis,,inat,
cricetidae family,cricetidae,,reithrodontomys sumichrasti,,inat,
cricetidae family,cricetidae,,reithrodontomys tenuirostris,,inat,
cricetidae family,cricetidae,,reithrodontomys wagneri,,inat,
cricetidae family,cricetidae,,reithrodontomys zacatecae,,inat,
cricetidae family,cricetidae,rhagomys,rhagomys longilingua,,inat,
cricetidae family,cricetidae,rhagomys,rhagomys rufescens,,inat,
cricetidae family,cricetidae,rhagomys,rhagomys septentrionalis,,inat,
cricetidae family,cricetidae,rheomys,rheomys mexicanus,,inat,
cricetidae family,cricetidae,rheomys,rheomys raptor,,inat,
cricetidae family,cricetidae,rheomys,rheomys thomasi,,inat,
cricetidae family,cricetidae,rheomys,rheomys underwoodi,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys albujai,,speciesnet+inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys austrinus,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys bezerrensis,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys caracolensis,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys cariri,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys caucensis,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys couesi,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys emiliae,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys fulviventer,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys gardneri,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys ipukensis,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys itoan,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys latimanus,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys leucodactylus,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys macconnelli,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys macrurus,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys mastacalis,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys modicus,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys nitela,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys ochoagrateroli,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys ochrogaster,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys tribei,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys venezuelae,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys venustus,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys wetzeli,,inat,
cricetidae family,cricetidae,rhipidomys,rhipidomys ybyrae,,inat,
cricetidae family,cricetidae,salinomys,salinomys delicatus,,inat,
cricetidae family,cricetidae,scapteromys,scapteromys aquaticus,,inat,
cricetidae family,cricetidae,scapteromys,scapteromys meridionalis,,inat,
cricetidae family,cricetidae,scapteromys,scapteromys tumidus,swamp rat,speciesnet+inat,
cricetidae family,cricetidae,scolomys,scolomys melanops,,inat,
cricetidae family,cricetidae,scolomys,scolomys ucayalensis,,inat,
cricetidae family,cricetidae,scotinomys,scotinomys teguina,,inat,
cricetidae family,cricetidae,scotinomys,scotinomys xerampelinus,,inat,
cricetidae family,cricetidae,,sigmodon alleni,,inat,
cricetidae family,cricetidae,,sigmodon alstoni,,inat,
cricetidae family,cricetidae,,sigmodon arizonae,,inat,
cricetidae family,cricetidae,,sigmodon fulviventer,,inat,
cricetidae family,cricetidae,,sigmodon hirsutus,,inat,
cricetidae family,cricetidae,sigmodon,sigmodon hispidus,hispid cotton rat,speciesnet+inat,
cricetidae family,cricetidae,,sigmodon inopinatus,,inat,
cricetidae family,cricetidae,,sigmodon leucotis,,inat,
cricetidae family,cricetidae,,sigmodon mascotensis,,inat,
cricetidae family,cricetidae,,sigmodon ochrognathus,,inat,
cricetidae family,cricetidae,,sigmodon peruanus,,inat,
cricetidae family,cricetidae,sigmodon,sigmodon planifrons,,speciesnet+inat,
cricetidae family,cricetidae,,sigmodon toltecus,,inat,
cricetidae family,cricetidae,,sigmodon zanjonensis,,inat,
cricetidae family,cricetidae,sigmodontomys,sigmodontomys alfari,,inat,
cricetidae family,cricetidae,sigmodontomys,sigmodontomys aphrastus,,inat,
cricetidae family,cricetidae,sooretamys,sooretamys angouya,,inat,
cricetidae family,cricetidae,stenocranius,stenocranius gregalis,,inat,
cricetidae family,cricetidae,stenocranius,stenocranius raddei,,inat,
cricetidae family,cricetidae,,synaptomys borealis,,inat,
cricetidae family,cricetidae,synaptomys,synaptomys cooperi,,inat,
cricetidae family,cricetidae,tanyuromys,tanyuromys aphrastus,,inat,
cricetidae family,cricetidae,tanyuromys,tanyuromys thomasleei,,inat,
cricetidae family,cricetidae,tapecomys,tapecomys primus,,inat,
cricetidae family,cricetidae,tapecomys,tapecomys wolffsohni,,inat,
cricetidae family,cricetidae,thalpomys,thalpomys cerradensis,,inat,
cricetidae family,cricetidae,thalpomys,thalpomys lasiotis,,inat,
cricetidae family,cricetidae,thaptomys,thaptomys nigrita,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys andersoni,,speciesnet+inat,
cricetidae family,cricetidae,thomasomys,thomasomys antoniobracki,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys apeco,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys aureus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys auricularis,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys australis,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys baeops,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys bombycinus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys burneoi,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys caudivarius,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys cinereiventer,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys cinereus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys cinnameus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys contradictus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys daphne,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys dispar,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys eleusis,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys emeritus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys erro,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys fumeus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys gracilis,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys hudsoni,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys hylophilus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys incanus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys ischyrus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys kalinowskii,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys ladewi,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys laniger,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys lojapiuranus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys macrotis,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys monochromos,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys nicefori,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys niveipes,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys notatus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys onkiro,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys oreas,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys pagaibambensis,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys paramorum,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys pardignasi,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys popayanus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys praetor,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys princeps,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys pyrrhonotus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys rhoadsi,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys rosalinda,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys salazari,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys shallqukucha,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys silvestris,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys taczanowskii,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys ucucha,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys vestitus,,inat,
cricetidae family,cricetidae,thomasomys,thomasomys vulcani,,inat,
cricetidae family,cricetidae,transandinomys,transandinomys bolivaris,,inat,
cricetidae family,cricetidae,transandinomys,transandinomys talamancae,,inat,
cricetidae family,cricetidae,tscherskia,tscherskia triton,,inat,
cricetidae family,cricetidae,tylomys,tylomys bullaris,,inat,
cricetidae family,cricetidae,tylomys,tylomys fulviventer,,inat,
cricetidae family,cricetidae,tylomys,tylomys mirae,,inat,
cricetidae family,cricetidae,tylomys,tylomys nudicaudus,,inat,
cricetidae family,cricetidae,tylomys,tylomys panamensis,,inat,
cricetidae family,cricetidae,tylomys,tylomys tumbalensis,,inat,
cricetidae family,cricetidae,tylomys,tylomys watsoni,watson's climbing rat,speciesnet+inat,
cricetidae family,cricetidae,urocricetus,urocricetus alticola,,inat,
cricetidae family,cricetidae,urocricetus,urocricetus kamensis,,inat,
cricetidae family,cricetidae,urocricetus,urocricetus lama,,inat,
cricetidae family,cricetidae,volemys,volemys millicens,,inat,
cricetidae family,cricetidae,volemys,volemys musseri,,inat,
cricetidae family,cricetidae,wiedomys,wiedomys cerradensis,,inat,
cricetidae family,cricetidae,wiedomys,wiedomys pyrrhorinos,,inat,
cricetidae family,cricetidae,wilfredomys,wilfredomys oenax,,speciesnet+inat,
cricetidae family,cricetidae,xenomys,xenomys nelsoni,,inat,
cricetidae family,cricetidae,zygodontomys,zygodontomys brevicauda,,inat,
cricetidae family,cricetidae,zygodontomys,zygodontomys brunneus,,inat,
opossum family,didelphidae,caluromys,caluromys derbianus,central american woolly opossum,speciesnet+inat,
opossum family,didelphidae,caluromys,caluromys lanatus,brown-eared woolly opossum,speciesnet+inat,
opossum family,didelphidae,caluromys,caluromys philander,bare-tailed woolly opossum,speciesnet+inat,
opossum family,didelphidae,caluromysiops,caluromysiops irrupta,,inat,
opossum family,didelphidae,chacodelphys,chacodelphys formosa,,inat,
opossum family,didelphidae,chironectes,chironectes minimus,water opossum,speciesnet+inat,
opossum family,didelphidae,cryptonanus,cryptonanus agricolai,,inat,
opossum family,didelphidae,cryptonanus,cryptonanus chacoensis,,inat,
opossum family,didelphidae,cryptonanus,cryptonanus guahybae,,inat,
opossum family,didelphidae,cryptonanus,cryptonanus ignitus,,inat,
opossum family,didelphidae,cryptonanus,cryptonanus unduaviensis,,inat,
opossum family,didelphidae,didelphis,didelphis albiventris,white-eared opossum,speciesnet+inat,
opossum family,didelphidae,didelphis,didelphis aurita,brazilian common opossum,speciesnet+inat,
opossum family,didelphidae,didelphis,didelphis imperfecta,guianan white-eared opossum,speciesnet+inat,
opossum family,didelphidae,didelphis,didelphis marsupialis,common opossum,speciesnet+inat,
opossum family,didelphidae,didelphis,didelphis pernigra,andean white-eared opossum,speciesnet+inat,
opossum family,didelphidae,didelphis,didelphis virginiana,virginia opossum,speciesnet+inat,
opossum family,didelphidae,didelphis,didelphis virginianus,,inat,
opossum family,didelphidae,glironia,glironia venusta,bushy-tailed opossum,speciesnet+inat,
opossum family,didelphidae,gracilinanus,gracilinanus aceramarcae,,inat,
opossum family,didelphidae,gracilinanus,gracilinanus agilis,,inat,
opossum family,didelphidae,gracilinanus,gracilinanus dryas,,inat,
opossum family,didelphidae,gracilinanus,gracilinanus emiliae,,inat,
opossum family,didelphidae,gracilinanus,gracilinanus marica,,inat,
opossum family,didelphidae,gracilinanus,gracilinanus microtarsus,,inat,
opossum family,didelphidae,gracilinanus,gracilinanus peruanus,,inat,
opossum family,didelphidae,hyladelphys,hyladelphys kalinowskii,,inat,
opossum family,didelphidae,lestodelphys,lestodelphys halli,,inat,
opossum family,didelphidae,lutreolina,lutreolina crassicaudata,little water opossum,speciesnet+inat,
opossum family,didelphidae,lutreolina,lutreolina massoia,,inat,
opossum family,didelphidae,,marmosa adleri,,inat,
opossum family,didelphidae,,marmosa alstoni,,inat,
opossum family,didelphidae,,marmosa andersoni,,inat,
opossum family,didelphidae,marmosa,marmosa canescens,,inat,
opossum family,didelphidae,marmosa,marmosa chachapoya,,inat,
opossum family,didelphidae,,marmosa constantiae,,inat,
opossum family,didelphidae,marmosa,marmosa demerarae,woolly mouse opossum,speciesnet+inat,
opossum family,didelphidae,,marmosa germana,,inat,
